,Attenuation,Visibility
0,15.704783789138931,0.001
1,15.604267147290106,0.011183673469387756
2,15.167396211112504,0.02136734693877551
3,14.590744127417956,0.031551020408163266
4,14.729625086452607,0.04173469387755102
5,14.236215300532114,0.05191836734693878
6,14.447948460736393,0.06210204081632654
7,14.277331066967804,0.07228571428571429
8,13.843173618421142,0.08246938775510204
9,13.630497588188767,0.09265306122448981
10,14.147048888675567,0.10283673469387757
11,13.676284818758146,0.11302040816326532
12,13.93045543156594,0.12320408163265308
13,13.602605016213351,0.13338775510204084
14,13.001624076287,0.14357142857142857
15,13.71915911534252,0.15375510204081633
16,13.590805864194037,0.16393877551020408
17,13.019311246747792,0.17412244897959187
18,12.413607566780035,0.18430612244897962
19,12.333004562564966,0.19448979591836735
20,13.095555364905826,0.20467346938775513
21,12.841449734922692,0.21485714285714289
22,12.328557578022735,0.22504081632653064
23,11.858408476475908,0.23522448979591837
24,11.644726674749833,0.24540816326530615
25,11.633454865534187,0.25559183673469393
26,11.977799054641753,0.2657755102040817
27,12.179414200661427,0.2759591836734694
28,11.414524881689617,0.28614285714285714
29,11.291760555758898,0.29632653061224495
30,11.407201464212843,0.30651020408163265
31,11.393377888991955,0.3166938775510204
32,11.029260071767721,0.32687755102040816
33,11.00397774593067,0.337061224489796
34,10.914375365396687,0.34724489795918373
35,10.429858949714214,0.35742857142857143
36,11.075591782622402,0.36761224489795924
37,10.71992099407742,0.377795918367347
38,10.464746712754419,0.3879795918367347
39,10.066455558804162,0.39816326530612245
40,10.210481708393829,0.40834693877551026
41,10.217405223555268,0.418530612244898
42,10.361312365140964,0.42871428571428577
43,9.598810971948536,0.43889795918367347
44,10.337062040909274,0.4490816326530613
45,10.16543149906924,0.45926530612244904
46,9.888393980622103,0.46944897959183673
47,9.662789739089268,0.4796326530612245
48,9.355446280175832,0.4898163265306123
49,9.852843672532483,0.5
